gender,text
male,Education and Qualification Chartered Accountant Singapore Feb  now Associate Member CPA Australia Sep  now Bachelor of Accountancy with Second Class Honours Lower Divison  May  Nanyang Business School Nanyang Technological University NTU Singapore GPA    Diploma in Accountancy with Merit   School of Business and Accountancy Ngee Ann Polytechnic Singapore GPA    Work Experience Capitaland Apr  now Executive Finance Maintaining full set of accounting records of properties within a portfolio Prepare quarterly Singapore Stock Exchange reporting Board Papers and Statutory Financial Statements reporting Review budgets and forecasts including collaborating with investment and property managers Review cash flow forecast and working with treasury to manage cash flow Standardization and improvement of finance processes and procedures and updating finance team on accounting developments and regulatory updates Collating and analysis of Singapore listed REIT financials Assists in preparation of materials for Head of Finance to answer queries in AGM and road shows Managing finance related questions from investment and property managers and to provide appropriate reconciliations and reports as required Manage an accounting team of four and meeting various internal and external audit requirements i e tax accounting and internal controls KPMG Aug  Sep  Senior Associate Audit and Assurance Senior in charge of BHG Retail REIT intial public offering IPO Reviewed banker s financial models Advised bankers on the level of debt and equity certain corporate structures financing structures and avenues to repatriate returns Prepared proforma financial statements based on different scenerios and assumptions Assessed client s forecasts and property valuations and assisted client in drafting of prospectus Autonomously managed audit engagements across various industries including funds real estate developer construction hotel healthcare advertising transportation and consumer goods etc Notable clients Real Estate Capital Asia Partners Fund I II and III Close ended opportunitic funds focusing on investing in Asia real estates mainly in Japan Korea and Southeast Asia countries Assessed valuation of invested properties Built financial models to test such valuation Verfied source datas and assumptions used in the valuation Reviewed the properties for impairment issues Reviewed consolidated financial statements and partner s capital and check for adherence to loan covenants City e Solutions Limited Lead auditor Hong Kong listed operations and investments mostly in The United States Reviewed consolidation W Hotel Singapore BCH Hotel Investment Pte Ltd Bukit Sembawang Estates Limited GS Engineering Construction Corporation Singapore branch National University Hospital Singapore Pte Ltd OMD Singapore Pte Ltd PHD Singapore Pte Ltd Woodlands Transport Holdings Pte Ltd Performed consolidation for client Pepsico International Pte Ltd Kao Singapore Private Limited Advised audit clients on correct accounting treatments Conversant with International Financial Reporting Standards IFRS Singapore Standards on Assurance Engagements SSAE and Singapore Standards on Auditing SSA Identify and communicate accounting auditing and risk matters to managers and partners Proficient in Microsoft Application General Electric Health Care May  July  Intern Finance and Corporate Comptrollership Independently developed analysis templates and tools for cross function cost charging and comptrollership reporting which led to increased efficiency Performed analysis work on accrual provisions and quarter end revenue and cost evaluation Advised on GST returns Income Tax Act and Companies Act Utilized strong knowledge of Excel US GAAP and corporate controllership to contribute to ad hoc projects in the organization Government of Singapore Investment Corporation Sep  Mar  Intern Investment Risk Management Department Verified bond investment data output and algorithms of IT systems Conducted user acceptance test for IT systems Reported on and followed up with vendors on discrepancies discovered Came up with user manual for IT systems Assisted in checking back end and front end of bond investment risk data Singapore Armed Forces National Service Jun  now Lieutenant Signals Officer Battalion Signal Officer Jun  now Battalion Deputy Operation Officer Jun  Jun  Planned developed and wrote operation plan signal plan and training manual Coordinated work between various army units Awarded Outstanding Certificate of Service Co Curricular Activities NTU Hall of Residence  Jul   Involved in organizing events such as the freshman orientation camp and hall dinner and dance NTU Divers Club Feb   Member Interest and Hobbies Running swimming SCUBA diving video editing and building   scale model kits 
male,EDUCATION July  May  Singapore institute of Management Bachelor of Business Accountancy RMIT Apr  Apr  Temasek Polytechnic Diploma in Mobile Network and Services Jan   Outram Secondary School GCE O level EMPLOYMENT EXPERIENCE July  Current CapitaLand Mall Asia Limited CMA Position Compliance Officer Duties and Responsibilities Ensure compliance to financial guidelines according to standard corporate governance and other regulatory requirements Develops maintains initiates and revise policies for the general operation Review contract agreements and procedures to prevent illegal unethical or improper practices Prepare quarterly regulatory reporting for Asia Pacific Countries APAC Participate in Risk Compliance related projects and initiatives for APAC Assists oversee and supports compliance related projects Ensure that the organisation complies with the requirements of the operations compliance program Perform reviews and take part in internal investigations Coordinate and communicate with respective HODs in APAC to ensure smooth User Acceptance Testing and Risk Control Self Assessment RCSA June  June  People s Association PA Position Compliance Officer  year Contract Duties and Responsibilities Review initiates and supervise all grassroots financial transactions and its related activities to prevent fraudulent unethical or improper conduct Provide expertise advice and guidance to the COs in handling grassroots accounts and financial procurement matters with the reference of latest People s Association PA s financial guidelines procedures Educate staff with the good practice and recommends area for improvement to tighten grassroots financial procedures at the COs Preparation of monthly checklist and audit reports to ensure that the audit observations are recorded down for staff to rectify before the commencement of Internal External Audit Checks Provides reports on a regular basis and as directed or requested to keep the Group Constituency Director Constituency Director Deputy Constituency Director HQ and senior management informed of the operation and progress of compliance efforts Monitor the audit observations of the respective COs and relates activities on a continuing basis taking appropriate steps to improve its effectiveness Consults with HQ Finance Roving Team or relevant Division as needed to resolve difficult legal compliance issues Develops plan a briefing session upon requested or directed to share our audit observations or any financial updates internally Check financial statements prepared by the Accounts Officers GRO Treasurers to ensure accurate preparation of GROs accounts Liaise with both Internal and External Auditors to resolve accounting issues Feb  June  CITI GROUP Position Events Coordinator Temp Duties and Responsibilities Registration Desk Management Collation and organizing of event packs name badges and programs Monitor and oversee on meeting status schedules Plan coordinates and participate in all efforts to set up the event Keep inventory of backdrops banners corporate materials and other display materials Coordinate event logistics including registration and attendee tracking meetings and corporate materials support and pre and post event evaluations Coordinate monitor event timelines and ensure meeting arrangements run smoothly Any other tasks assigned to support the team Oct  Jan  UA Sports SEA Pte Ltd UnderArmour Position Finance Assistant Temp Duties and Responsibilities To key in and reconcile Trade payable invoices statement Assist maintaining monthly balance sheet schedule Assist in filing of finance documents Assist in recording posting of retail daily sales Up keeping of marketing expenses invoices into shared drive Ad hoc duties delegated by the management team June  June  Full Time National Service Vocation st Commando Battalion Weapon Specialist Attained Rank of Corporal Skills Abilities and Language Proficiency Microsoft Office with Excel functions such as vlookup and pivot table Microsoft Dynamics AX and MYOB Strong verbal and written in English and Mandarin Intends to pursue ICA Diploma in Governance Risk and Compliance
female,PERSONAL OBJECTIVE To advance in the field of Corporate Secretarial work EDUCATIONAL BACKGROUND Present ICSA Professional Part  Jan  Dec  Bachelor of Business in Business Administration RMIT University with specialisation in HR Degree with Distinction Jan  Dec  GCE A Level Jurong Junior College Jan  Dec  GCE O Level Nanyang Girls High School EMPLOYMENT HISTORY Oct  Sep  current salary S   per annum including bonus stock options will furnish IRE FY if selected Secretariat Manager CapitaLand Limited coordinate board board committee and general meetings and prepare and or coordinate materials for such meetings and draft minutes of JV Board Meetings Upload all board and board committee meeting papers onto the system for dissemination to board members and senior management Maintain and update statutory records and registers Maintain and update corporate secretarial information into the system Draft and review resolutions and arrange signature of resolutions and related documents Handle a portfolio of  JV companies with residential development in China Draft and review announcements issue announcements and disseminate copies of announcements as required Liaise as required with registered agents and solicitors in various jurisdictions and group companies on corporate secretarial matters From Oct  Jun  Report directly to Vice President Investment Handle a group of  Singapore incorporated companies independently Liaise with external agents on secretariat work of  JV companies Perform secretariat exercises such as incorporation support tender submission capital reduction liquidation Organise Board of Directors Meetings prepare board pack ensure timely circulation to the Board and draft minutes of Directors meetings Prepare Directors and Shareholders Resolutions as per instructions from respective department Finance Treasury Investments Marketing etc Draft SGX announcement establishment of subsidiaries change of interest in Subsidiaries associated companies placing companies in liquidation and dissolution Assisting Directors to prepare S and S declaration Reasons for leaving Seeking more challenging portfolio Aug  Aug  Corporate Secretarial Officer City Developments Limited Assist in handling corporate secretarial work for China Yuchai International Limited a Bermuda incorporated company listed on NYSE with key subsidiaries in China Provide secretarial support to the other part of the portfolio Hong Leong China Group of companies inclusive of  Singapore incorporated Private Limited companies  offshore companies and other Group s subsidiaries and associated companies with overseas operations Organize board and audit committee meetings prepare board papers attend record minutes of Directors and shareholders meetings draft resolution and announcements file statutory forms via bizfile and release announcements to SGX ST Co ordinate and liaise with external corporate secretarial agents on corporate secretarial work of offshore companies Reasons for leaving widening of work exposure Nov  Jul  Executive Assistant M C Services Private Limited Support the senior executive to provide corporate secretarial services to her portfolio of more than  clients including Pte Ltd Foreign Branch  Listed Company Draft resolutions of directors and shareholders Update minute books and registers using Viewpoint Draft letters to clients on compliance matters Follow up with clients auditors on filing deadlines Ensure timely filing of AGM others documents Issue share certificates Work Pass Application Reasons for leaving To take up more responsibilities and gain more experience in non routine tasks Jan  Oct  Corporate Secretarial Assistant Wan Consultants Pte Ltd Drafting relevant resolutions Incorporation of companies register new businesses Bizfiling with ACRA Maintain statutory books and records Application of Trademark CR No AVA License CPF Registration Work Pass Application Reasons for leaving M C Services Pte Ltd is more structured with better guidance in terms of its secretarial practice Jan  Dec  Private Tutor Educated young minds on subjects such as English Mathematics Science Chinese Reasons for leaving Wanting to re enter corporate arena May  Aug  Accounts Assistant L M Proceq Technology Pte Ltd Accounts Payable Accounts Receivable using ACCPAC Dos Windows Inventory and Credit Control Petty Cash Control Inter company Accounts Reconciliation Bank Reconciliation Reasons for leaving Took up full time degree course offered by RMIT university Australia in conjunction with SIM Jun  Jan  Junior Litigation Secretary Sant Singh Partners Provide secretarial support to litigation lawyers Assist Chief Clerk in Court Filing Interim and final billing to clients Reasons for leaving Sant Singh Partners merged with Chor Pee Co and I was keen to try out accounting position SKILLS AND ATTRIBUTES Software Knowledge Microsoft Word Excel Viewpoint BoardVantage Skill Traits Resourceful with good problem solving skills Able to work within tight deadlines Able to work independently as well as within a team Personal Attributes Meticulous and Organized Diligent Responsible Independent INTERESTS TCM Yoga Brisk Walking Jogging Cycling and Reading EXPECTED SALARY S   per annum negotiable 
female,CAREER OBJECTIVES To work for a dynamic company which offers professional development and growth potential and to further build upon my work and academic experience to benefit the employer and advance my career WORK EXPERIENCE CapitaLand China Holdings Pte Ltd January  to June  CapitaLand Township Pte Ltd July  to December  transfer of employment due to restructuring formerly known as Surbana Township Pte Ltd Surbana Land Pte Ltd was acquired by CapitaLand in  and merged with CapitaLand China Manager April  to June  Senior Accountant July  to March  Accountant July  to June  Promoted to Senior Accountant in July  and Manager in April  Responsible for corporate finance tasks including all management financial statutory and investors reports Involved in CapitaLand China group consolidation variance analysis produced reports and ad hoc analysis for senior management group and investors Involved in preparation of slides and supporting materials for management and board meetings Managed SPVs accounts including monthly and yearly closing cash forecast investors reports forecasting and budgeting preparation of slides for investors meetings monitoring of fund flows from project companies and upstream of funds to investors Reviewed and performed detailed analysis of China real estate residential projects management and financial reports Provided support and guidance to China finance staff on accounting and reporting matters Liaised with auditors and tax consultants on year end audit and taxation matters Reviewed journal entries bank reconciliation statement and audit schedules Involved in SAP and IBM Cognos Controller data migration Reason for leaving To look for new challenges KPMG LLP Singapore Senior Associate year  July  to October  Senior Associate year  July  to June  Audit Associate year  July  to June  Audit Associate year  January  to June  Appraised as EP Exceptional Performance Rating in Senior associate year  promotion Performed statutory audit financial statement audit interim and quarterly reviews Performed financial analysis on financial position and performance of audit clients test of controls and drafting of financial statements Responsible for overseeing the audit of companies Responsible for providing guidance to junior audit associates in their audit work highlighting issues found to seniors and managers and advising clients on accounting issues Involved in the yearly audits and reporting of the below companies such as New Toyo International Holding Limited and its subsidiaries The Ascott Group Limited and its subsidiaries General Electric group of companies Nortel Networks Singapore Pte Ltd CrimsonLogic Pte Ltd and its subsidiaries The American School Trust Limited Centillion Environment Recycling Singapore Private Limited Momentive Performance Materials group of companies Nanyang Technological University Reason for leaving An interest in career advancement in commerce MGS Transport Sdn Bhd Malaysia Marketing Executive June  to December  Mainly responsible for liaising and networking with customers and target customers managing customer relationship attending to customers queries and providing appropriate solutions Reason for leaving To work in Singapore for better salary and career prospects SC Lim Ng Co Malaysia Audit Assistant April  to March  Performed statutory audit and financial statement audit Performed financial analysis on financial position and performance of audit clients test of controls and drafting of financial statements Performed stock take to ensure compliance to audit assertions Mostly involved in the audit of manufacturing and trading corporations Reason for leaving To look for better career prospects EDUCATION HISTORY Tertiary education Institution University of Technology Sydney Location Australia Course Degree of Bachelor of Business Major Accounting and Finance Graduation year  Secondary education Institution Chung Hwa High School Location Muar Johor Malaysia Highest qualification Unified Examination Certificate Graduation year  TECHNICAL SKILLS Microsoft Office SAP FI IBM Cognos Controller BPC Business Planning Consolidation LANGUAGE PROFICIENCY English and Mandarin Speak fluently read and write with high proficiency Bahasa Melayu Speak read and write with basic competency Hokkien and Cantonese Basic proficiency PROFESSIONAL QUALIFICATION CPA Australia 
male,PROFESSIONAL SUMMARY Ambitious student who has completed coursework in human resources economic and master degree in Econometrics Possesses strong interpersonal skills and a desire for a career in research and management Economic student equipped with strong interpersonal skills as well as extensive knowledge of statistic and research methodology Built up with experience on research with excellent communication skills and strong motivation to succeed EXPERIENCE EXECUTIVE BUSINESS DEVELOPMENT Selangor Malaysia Career Centre Malaysia February  September  Organized training health and safety training at Career Centre Malaysia Organized Career And Education Fair Prepared proposal for Project at Human Resources Development Fund HRDF and Skill Development Fund Corporation PTPK Organized the project workshops for B community funded by PTPK Data Entry about  respondents and analyze the data using Excel Descriptive analysis Prepared invitation letter and doing admin stuff Ad hoc RESEARCH ASSISTANCE UKM Selangor Malaysia Level of Education and Wage February  December  Published one article about analysis of Educational Qualification Requirement In Malaysia s Services Sector Under Or Over Education Issue Presenting the research finding at The Malaysian National Economic Conference PERKEM Analyze data using two stage least square TLS with instrument variable using SPSS  Organized data using SPSS  Research and summarize literature review EDUCATION UNIVERSITI KEBANGSAAN MALAYSIA   Selangor Malaysia Master Degree Economic Majoring Econometrics September  February  UNIVERSITI MALAYSIA SABAH   Sabah Malaysia Bachelor Degree Economic Majoring Human Resources Hons September  August  SMK BANDAR TUN HUSSEIN ONN    Selangor Malaysia Sijil Tinggi Peperiksaan Malaysia January  December  SMK BANDAR DAMAI PERDANA Selangor Malaysia Siji Peperiksaan Malaysia January  December  ACHIEVEMENT  Presenter in The Malaysian National Economic Conference   Presenter in the st Regional Conference on Campus Sustainability UMS   Secretariat Kediaman Cemerlang Dinamik Exco Welfares and Moral  Organized in welcoming new Student at Kolej Kediaman Cemerlang Dinamik as a committee member  Organized in week of Insprasi Sanubari as a Team leader on site preparation   Secretariat Kediaman Cemerlang Dinamik exco welfares and Security  Organize in Photoshop course as a vice director COMPENTENCE LANGUAGE Malay English PERSONAL SKILLS Communication Flexibility Team Player Independent Creativity Problem Solve Analytical Thinking TECHNICAL SKILLS Microsoft Office SPSS  Eviews   Stata  R software 
female, Professional Experience th Jan  st Dec  Professional Summary Total  years of domain experience in SAP MM SD and FI Module Worked for Catalyzt Infotech from th Feb  to st Dec  Worked for Tata Teleservices Ltd from th Jan  to th Feb  experience in SAP MM SD Finance Module  Month Jul  Dec  course completion in SAP MM Module form Catalyzt Infotech  Month internship project completion in Software Testing Manual Testing from Seed Infotech Key Skills Strong in SAP MM Module Good knowledge of Purchase Procurement process PP process Good knowledge of FI MM integration Good knowledge of OC cycle Order to cash cycle FI SD integration Domain knowledge of SD FI Module Clear understanding of Master Data Material Master Vendor Master Info Record Source list Strong Knowledge of MS Office MS Excel Power Point MS Word Good knowledge of software testing Manual testing Good knowledge of SDLC STLC Black box and white box testing Linguistic knowledge of English Hindi Marathi SAP MM Skills Good understanding of ASAP Methodology Knowledge of Enterprise and Organizational structure of MM module Defining and assigning organization structure in Customization Expert in the customization of SAP Master Data Material Vendor Info record and Source List Experience of business scenarios in MM including procurement process for external service stock material also scenarios including consumption based planning Purchase Requisition RFQ Quotations Price Comparison Purchase order Goods Received Invoice Received Outline Agreement Account determination Inventory Management Optimized Purchase order Logistics Invoice Verification Invoice Blocking and Release Invoice ERS Evaluated Receipt Settlement is the process of settling goods receipt automatically Different procurement scenarios and cross module integration FI SD and PP Configuration Purchasing Order Release Strategy Setting up pricing procedures Calculation Schema determination Automatic Account determination Process MM FI Integration Valuation Inventory Management Goods Receipt Goods Issue Transfer Posting Transactions Movement type configuration Configuration of reason for Movement Movement Type Goods Receipts Goods Issue and transfer Posting Other GR GI Consumption Based Planning Work Experience Company Name Catalyzt Infotech Role SAP MM Trainer Technologies SAP Experience th Feb  to st Dec  Roles Responsibilities Develop training documentation including Instruction manuals Training Outlines PowerPoint Slides Quick reference Guide Assessments Trainers Guides etc Providing training of SAP MM Module in the classroom SAP R  version ECC   Company Name Tata Teleservices Ltd Role Executive Technologies SAP MM SD FI Module and Pulse Experience th Jan  to th Feb  Roles Responsibilities Create Purchase Requisition Negotiate with the vendor received the final revised offer RFQ sent to vendors based on the requirement Do the price comparison and reject the vendor which price is high and place the order which price is low If the new vendor we have to create the new vendor code in SAP Create the new material Generate the PO in SAP as per the agreed terms conditions and sent the authorized PO scanned copy to concerned vendor through an e mail Release PO in SAP as per the requirements Keep on regular follow up with vendor until the material received at our end Payment follow up with our finance team Create new plant and storage location Transfer the material one plant to another plant and one storage location to another storage location Maintain submit all the purchase data on monthly basis in PPT Handling Sales Order Process Manual creation of sales orders in SAP Modification and Deletion of sales order in SAP Check material price and material stock Check debit and credit entries in distributors account Rectification of storage location on the basis of warehouse confirmation Co Ordination with warehouse to close open sales orders Sharing the available balance in CP account and balance received date and time to circle finance using SAP Tools If any issue is related to PULE and SAP then raise the ITSME and taking the follow up from PULSE team and SAP Team Co Ordinate with circle finance and solving queries trough mail and call using Different type of SAP Tools Making daily MIS of Purchase orders share with the circle finance team Project Experience Project Name Storm Description This Project is about designing developing and implementing high quality web based e Business suite revolving around capturing and dissemination information on departments The Departments involved are Sales and Marketing Design Operations Purchases Projects Manufacturing and Finance and Administration The e business suite is used to ease to and increase the efficiency of the current business process being followed in the above mentioned departments Roles and Responsibilities Analysis and understanding the requirement document Writing test cases and execution Involved in Smoke testing Functional testing Regression testing Generate the test case template Involved in creating the test report for test execution Extensively performed manual testing process to ensure the quality of the software Achievements Played Basket Ball at college level Played Volleyball at college level Participate in Mini Marathon Road Race  Participate in workshop on technical paper presentation Grooming and Soft skill Participate in the Elocution Extompose and Debate Educational Details Course Board University Year of passing Class or division B C A Mumbai University  First Class HSC XII Pune Board  Second Class SCC X Pune Board  First Class
male,Objectives She is now looking for a position where she can make a contribution to provide support within her team and ensure the clients are compliance with existing rules and regulations in order to avoid irregular criminal fraudulent cases by using her accounting research and investigative skills Working Experience Accounts Clerk Cartus Relocation Hong Kong Limited Hong Kong May  to Apr  Ensure compliance of daily operations and follow company policies in procedures Assisted in internal and external audits through sound and thorough documentation Responsible for AR AP preparation for client of APAC regions HK SG Prepare month end closing monthly schedules and reports Prepare pricing works of APAC regions HK SG PRC Coordinate Pricing Manager in preparation of pricing analysis Liaise with APAC Ops team to discuss the services details on various pricing practices i e Request for Proposal To ensure the effectiveness of Finance operations and meet with compliance requirements Involved in various Request for Proposals within very tight deadline with limited supervision Audit Staff Alfred Sung Co Hong Kong Dec  to May  Prepare or contribute to the preparation of work plans and audit programs Contacting clients over the phone or emails to collect missing documents Articulated audit findings risks and detailed recommendations to upper management Prepare working papers documenting adequately work performed Perform audit work and prepare financial reports for clients on timely manner Liaise with manager of reviewing audit reports Follow up any enquiries and tax issues from clients Audit  companies and liaise with my colleagues to review over  audit reports less than  months time Overseas experience Accounts Admin clerk Brett Dunstan Co Sydney Australia Apr  to Oct  Answering phones and taking messages Collate information from clients for preparing of tax returns Update tax records for clients Customer services Professional Qualification Associate member of CPA Australia CPAA Education Bachelor of Commerce in Accounting Macquarie University Sydney Australia   Diploma of Commerce Sydney Institute of Business and Technology Sydney Australia   Hong Kong Advanced Level Examination Cognitio College HK Hong Kong   Hong Kong Certificate of Education Examination St Stephen s Girls College Hong Kong   Skills Languages Cantonese English and Mandarin Computer skill Oracle SAGE MAS MYOB and Microsoft Office Applications Availability  weeks notice Expected Salary     per month
female,EDUCATION QUALIFICATION Qualification Programme HKICPA Jun  Present Passed Module C and Module D Hong Kong Baptist University Sep  Jun  Bachelor of Business Administration Accountancy WORK EXPERIENCE Cathay Pacific Airways Limited Flight Attendant Feb  Present Performs good teamwork and effective interaction with colleagues from different backgrounds and cultures Provides excellent customer services handles needs of passengers from around the world which increase my communication skills to different background customers Ensures safety and comfortability in cabin area Experiences in dealing with the public comfortable in a selling role Experiences in all security checks before the take off which enhance the ability to focus on details Deals with high net worth individuals in a professional and mature manor BDO Financial Services Limited Risk Advisory Services Associate Jul  Jan  Executed established audit program by performing fieldwork included but not limited to interview with process owners review supporting documents and performed various testing procedures to verify the effectiveness of controls Identified internal control deficiencies and provided feasible recommendations and reported to the senior in charge field in charge Provided internal controls review focusing on financial issue of the nursery schools kindergartens and secondary schools sponsored by the Lingnan Education Organization to check if the schools have complied with codes guidance and procedures established by Education Bureau of the HKSAR for aided schools Performed testing on the effectiveness of control on the business process cycles of revenue treasury financial reporting human resources and production of clients in various industries such as securities construction metal manufacturing during pre IPO due diligence engagement and internal control engagement Engaged in reviewing policies and procedures of listed clients and performing a testing to check if the companies have complied with Main board listing rule Appendix  Lush Asia Limited Part Time Sales Assistant Jan  Jun  Provided customer services such as introduction of products in person after identified customers needs Attended training regularly to keep up to date with product knowledge and handled transactions Dealt with customer complaints and reported to management Nelson and Company CPA Summer Audit Intern Jun  Jul  Assisted in drafting audit testing framework by understanding different business processes Performed testing on sales revenue and inventory cycle for companies in medical and garment industries Prepared and assisted with drafting of financial reports LANGUAGES AND SKILLS Chinese Excellent command of written and spoken Chinese Cantonese Fair in Spoken Putonghua English Good command of written and spoken English Proficient in Microsoft Words Excel EXTRA CURRICULAR ACTIVITIES School representative of Deloitte tax championship  Team member of HKBU Squash Team   Member of YMCA   Team player of setting team in BU Drama Society   Christmas exchange in Tianjin University  Summer program Tsinghua University National Education Program for Future Leaders 
female,Personal Strength I am a confident person with a very out going and friendly personality I am patient and show initiative in facing challenges I have great communication skills and able to work with different kinds of people As a trustworthy and honest person it helps me to survive under different working environments Education Background   Macquarie University Sydney Australia Bachelor of Commerce Faculty of Business and Economics Major in Accounting   The Sydney Institute of Business and Technology Sydney Australia Diploma of Commerce   YLPMSAA Tang Siu Tong Secondary School Qualification  present A Qualified member of CPA Australia  International English Language Testing System IELTS Band Score   LCC I Accounting Level  passed with Credit Working Experience April  Oct  China Development Bank Corporation HK Branch As a Senior Officer Nature Banking Duties Responsible to make payments Responsible to handle reimbursements Responsible to prepare bank reconciliations Responsible to handle month end and year end closing Liaise with external parties Assist in ad hoc assignment Reason for Leaving Seek for better job opportunity in Singapore Aug  May  Cherish Learning Centre As an Owner and tutor Nature Tutorial Centre Duties Responsible to promote courses Teaching kids Playgroup and primary students Handle administrative works Assist in ad hoc assignment Reason for Leaving My business partner immigrates to UK and rental increases Dec  ar  Moelis Company Asia Limited As a Junior Accountant  months contract Nature An investment bank Duties Responsible to prepare monthly reports Responsible to maintain compliance records Responsible to reimbursements Responsible to issue invoices and cheques Liaise with external auditors Assist in ad hoc assignments Reason for Leaving End of contract May  Apr  Heng Tan CPA As a Junior Accountant Nature CPA firm Duties Responsible to prepare detailed audit report Responsible to review accounts of taxpayers and also conduct on site audits Responsible to inspect the account books of a company for analyzing thtransactions and efficiency Responsible to evaluate the finance of a taxpayer to find out tax liability Assist in ad hoc assignments Reason for Leaving Seek for better career development Activities and Services  Committee of Student Union  Member of Hong Kong Youth Award Scheme  Committee of English Drama Club Skills Languages Fluent in English Cantonese and Mandarin Computer Skills MS Word Excel PowerPoint Outlook Typing Skills Typing Skills English  w m Chinese  w m Others Oracle Quickbook MYOB Hong Kong Driving License Availability Immediately available Expected Salary Negotiable Remarks According to the comments of my previous employers I am proved to be work hard and eager to learn I m always gentle and friendly I m able to foster relationships with seniors and clients I am a good team player with the ability to work independently Being an owner I have learned how to solve difficulties independently and efficiently I understand what my boss is looking for and try to achieve tasks with the best interest of my company I am looking for an opportunity to further develop my career in education field 
male,Personal Statement Michael has a keen interest in finance and has about  years of related work experience He strived to enhance his financial knowledge through studying the CFA programme Contact details Email michaelgl live co uk Phone   Academic Qualification   st class bachelor of Economics Finance from University of Leicester UK   Studied abroad exchange in Toulouse School of Economics France Awards from Extra curricular Activities  Award for Working in Social Enterprise with BBC Leicester  Award for Community Engagement Employment History Duration Company Role Jul  Jul  China Construction Bank Asia Fund Administration Assistant Manager Calculated funds eg PE Limited Partnership hedge fund RQFII Net Asset Value NAV through pricing stocks bonds future options etc director fee and trading expense payment interest income and performance fee accrual and evaluating share price per class Evaluated portfolios gain loss by FX price fluctuations redemption subscription Oct  Apr  ANZ Banking Corp Documentation Officer Contractor Calculated asset collateral Loan To Value LTV ratios for management reporting Collaborated with IT to develop an automatic LTV reporting tool Documentation handled including ISDA  agreement asset mortgage vessels aircraft properties valuation report Dec  Sep  HSBC GB M Security Service Global Data Service Market Data Administrator Priced securities eg equities bonds mutual funds FX for NAV pricing Collaborated with data vendors on issues such as high pricing variance Set up broker SWIFT and depository accounts in system Nov  Dec  RMS iQor Outsourcing Agent Managed account receivables and payables Handled clients enquiries through phone email Languages and Proficiency Very good English and Chinese Good French Intermediate German Skills Financial modelling Securities pricing MS Office Words Power Point Excel including Macro VBA Outlook Bloomberg Terminal Reuters Eikon Datascope
male,Nationality Chinese Education Sep  Oct  Judge Business School University of Cambridge UK Master of Finance MFin Coursework Private Equity Merger and Acquisition Advanced Corporate Finance Financial Market and Organization Secondary Market in Emerging Market etc Sep  Oct  La Trobe University Australia Bachelor of Commerce Graduated with GPA ranked at top  Recipient of full scholarship a member of Golden Key International Honour Society Coursework Advanced Financial Reporting Taxation Fundamental of Valuation Financial institutes etc Business experience Jul  China Development Bank CDB Shanghai China Management Trainee Market Development and Equity Investment Department Shanghai Branch Responsible for building up Shanghai regional debt capital markets business and origination across corporates financial institutions and establishment of CDB footprint to promote interbank market and multiple debt capital financing instruments Provide bond underwriting services to various clients and conduct credit analysis to them Sourcing deals for asset management services and financing asset management products with capitals from insurance companies and banks Provide services including credit rating advisory bond issuance and public relation management to New Development Bank a newly established multilateral development bank Feb  May  Gemini Investment HKG  Overseas investment arm of Sinooceanland Beijing China Business Development Manager In charge of investment assessment in overseas real estate market and project management Constructing various valuation models evaluating pitch books and making investment decision Mar  May  Barclays Investment Bank London UK Analyst Group Consulting Project Distribution Division Researched into predictive buying analytics and Big Data techniques employed by retailers and commercial bank Apply the research outcome to the identification of buying patterns for flow investment banking products Engaged in financial products design combine the proceeds of buying patterns with product feature designing Draft product design report and present to European sales head and Managing Director Aug  Nov  KPMG Beijing Ulaanbaatar China Mongolia Assistant Manager Transaction and Restructuring Assisted clients in identifying potential transaction issues reducing transaction risk choosing optimal investment structure based on investment objective and provide support in obtaining necessary commitments to execute the deal Project managed and led the financial analysis of a number of HK listed companies Engaged in the valuation team of Sunshine  HKG  s IPO in  Engaged in financial due diligence engagement in Lisi Group HKG  s acquisition Engaged one agriculture company s pre IPO valuations Advised internal and external clients on understanding value drivers and value composition of companies across various industries covering mainly consumer and retail real estate Assistant Manager Audit Department Real Estate and Retails sectors Led teams in carrying out auditing field works client facing experiences as a team leader Analysed clients financial statements interpreted account movements familiar with IFRS and PRC GAAP Annual audit clients included Renhe Commercial HKG  SOHO China HKG  Century Ginwa HKG  CapitaLand SGX C and MCSP Largest real estate developer in Mongolia Aug  Jul  Research Center of Enterprise Development Zhejiang University Hangzhou China Analyst Enterprise Advisory Provided management consulting services to companies with strong government connections Assisted in composing of Coagulated Economies in Zhejiang Province published in  Designed a matrix to analyze different entities behaviors The matrix was recorded in Coagulated Economies in Zhejiang Province Additional information Languages Mandarin Native English Fluent Achievements Received KPMG Bravo awards several times in honour of outstanding performance and hard work Youngest team leader among peers in KPMG President of Chinese Students Scholars Association CSSA in La Trobe University Executive and Co founder of Spring Mud Charity CFA level III candidate Skills MS Excel Advanced MS Word MS PPT CaseWare Financial Modelling and VBA
